[00:00-00:01] 八十一难
[48:04-48:05] 果盘为啥不要
[48:05-48:07] 你给我想想
[48:07-48:08] 放我下网去
[48:10-48:10] 你们要干什么
[48:10-48:11] 不是
[48:11-48:12] 你们干什么
[48:12-48:12] 你们干什么
[48:12-48:13] 你们干什么
[48:13-48:14] 你们干什么
[48:14-48:15] 你们干什么
[48:15-48:16] 你们干什么
[48:16-48:16] 你们干什么
[48:16-48:17] 来
[48:17-48:18] 来
[48:18-48:20] 把这个合同签了
[48:20-48:21] 签了之后
[48:21-48:24] 毒蛇帮的所有东西
[48:24-48:25] 都是你们的
[48:31-48:33] 那这合同
[48:35-48:36] 我是签
[48:38-48:39] 还是不签
[48:43-48:45] 大哥这会儿别拿咱爸拉小提琴了
[48:46-48:47] 大哥
[48:52-48:54] 50年了
[48:54-48:55] 我终于赢了
[48:55-48:57] 我说过
[48:57-48:59] 为了赢你这个老东西
[48:59-49:00] 我 Region
[49:01-49:03] 跟我走
[49:03-49:04] 送我走
[49:05-49:06] 依据合同
[49:06-49:07] 我们现在已经是
[49:07-49:08] 西西里里家族的人了
[49:09-49:11] 这么有契约精神吗
[49:11-49:12] 大哥
[49:12-49:13] 别跪着了
[49:13-49:14] 想想怎么救爸
[49:14-49:15] 老二
[49:16-49:18] 现在没有谁能再救咱爸了
[49:18-49:20] 大哥 二哥
[49:20-49:22] 我回来了
[49:22-49:22] 老三
[49:23-49:23] 是老三吗
[49:24-49:26] 我想到办法
[49:26-49:29] 救爸来了
[49:34-49:35] 老三 你在干嘛
[49:35-49:36] 大哥 二哥
[49:36-49:37] 我想到办法了
[49:37-49:38] 爸最讨厌艺术
[49:38-49:39] 咱们就是讨整活
[49:39-49:41] 要把爸给整活了呀
[49:41-49:42] 好
[49:42-49:43] 来 整
[49:43-49:44] 整啥呀
[49:44-49:45] 这啥呀
[49:45-49:45] 整啊
[49:45-49:49] 你
[49:50-49:51] 这能行吗
[49:53-49:54] 行
[49:57-49:58] 再一次
[49:58-49:59] 再想个办法
[50:07-50:08] 爸
[50:10-50:10] 你们两个
[50:11-50:12] 守住门口
[50:13-50:13] 你们两个
[50:13-50:14] 守住门口
[50:14-50:15] 是
[50:16-50:17] 太有七月精神了吧
[50:19-50:20] 老三
[50:21-50:22] 看来你已经做好
[50:22-50:23] 继承家族的准备了
[50:24-50:25] 再跟爸多说两句吧
[50:29-50:30] 谁说坏消息了
[50:31-50:33] 看来是这个老东西
[50:33-50:35] 不想让你们老三
[50:35-50:37] 继承希西里里家族啊
[50:40-50:40] 我知道了
[50:41-50:43] 爸是想让我来继承家族
[50:46-50:48] 看来是让我来
[50:48-50:48] 想多了
[50:49-50:51] 难道是让我继承家族
[50:55-50:56] 爸 你要不直接说话呢
[50:58-51:00] 一个向下的箭头
[51:01-51:02] 爸说你下箭
[51:02-51:03] 是吧
[51:05-51:07] 是不是床底下有东西
[51:07-51:08] 床底下
[51:09-51:10] 我这儿
[51:11-51:12] 老三亲戚
[51:12-51:13] 给我
[51:13-51:14] 你给他
[51:14-51:15] 老三亲戚
[51:15-51:16] 给我的
[51:21-51:22] 爸给我留了张
[51:23-51:24] 脸谱
[51:26-51:27] 老三
[51:27-51:29] 爸给你脸了
[51:34-51:35] 是我这边
[51:35-51:36] 二哥
[51:36-51:37] 你的
[51:42-51:43] 生烟拿铁
[51:44-51:46] 还是你那边
[51:48-51:48] 大哥
[51:49-51:49] 我的
[51:55-51:56] 家族的戒指
[51:57-51:58] 爸 你认可我了
[52:00-52:02] 爸还有其他的儿子吗
[52:05-52:05] 坤叔 你呢
[52:12-52:13] 坤叔
[52:14-52:15] 不可能吧
[52:15-52:18] 上面有你们年轻时候的照片
[52:22-52:23] 老东西
[52:24-52:26] 我都想让你死了
[52:26-52:28] 你给我整这套
[52:28-52:29] 我
[52:33-52:35] 老东西
[52:35-52:36] 在那边等着我
[52:37-52:38] 我过去之后
[52:38-52:39] 再跟你斗
[52:40-52:41] 爸
[52:41-52:41] 爸
[52:41-52:42] 爸
[52:42-52:43] 谢谢
[52:44-52:45] 快快快
[52:45-52:45] 爸
[52:45-52:46] 坤叔 坤叔 坤叔
[52:46-52:47] 我没坤叔
[52:47-52:48] 我也没坤叔
[52:48-52:49] 都没坤叔
[52:49-52:50] 那怎么留住爸
[53:03-53:03] 哥几个
[53:05-53:06] 咱们跟爸
[53:07-53:08] 说点好消息吧
[53:12-53:12] 爸
[53:13-53:15] 今儿我回来的路上
[53:17-53:18] 看见彩虹了
[53:18-53:19] 爸
[53:19-53:21] 我今天喝咖啡中奖了
[53:21-53:21] 爸
[53:21-53:23] 你记得你捡的小猫吗
[53:23-53:25] 下早了生了四只小花猫
[53:26-53:27] 老东西
[53:28-53:30] 咱们小时候约架那个地方
[53:31-53:32] 改成游乐场
[53:34-53:34] 爸
[53:35-53:36] 说说路客
[53:36-53:37] 咱楼下那鹰都熟了
[53:37-53:38] 我尝了特点
[53:38-53:39] 老师叔
[53:39-53:39] 你先饭吧
[53:39-53:41] 你把你找对象的事跟爸说说
[53:41-53:42] 找对象了
[53:42-53:43] 我都不想了
[53:44-53:45] 就是我高中喜欢的那个女孩
[53:49-53:51] 下一个作品是X计划
[54:12-54:13] 好 MA intention
[54:15-54:16] 这样
[54:17-54:19] 你
[54:32-54:33] 哎呀
[54:34-54:35] 你们
[54:35-54:35] 哎呀
[54:51-54:52] 两百块
[54:54-54:55] 我发财了
[55:02-55:03] 有人吗
[55:03-55:04] 我到了
[55:05-55:05] 你好
[55:07-55:07] 你好
[55:08-55:09] 不好意思
[55:15-55:15] 谁
[55:16-55:17] 自己人
[55:18-55:19] 自己人
[55:19-55:22] 人生自古谁无死
[55:22-55:24] 一日夫妻百日恩
[55:24-55:25] 自己人
[55:25-55:26] 自己人
[55:26-55:26] 自己人
[55:26-55:27] 自己人
[55:27-55:28] 自己人
[55:28-55:28] 自己人
[55:28-55:29] 自己人
[55:29-55:30] 自己人
[55:30-55:31] 自己人
[55:31-55:32] 自己人
[55:32-55:32] 自己人
[55:32-55:33] 自己人
[55:33-55:34] 自己人
[55:34-55:35] 自己人
[55:35-55:36] 就你一个人来啊
[55:36-55:37] 对啊
[55:37-55:38] 真没想到啊
[55:38-55:41] 先来的是咱们两个
[55:44-55:44] 哥
[55:45-55:47] 咱们这个6月17号
[55:47-55:49] 抢银行计划QQ群里
[55:49-55:50] 哪个是你啊
[55:50-55:51] 这是我
[55:51-55:52] 这是你
[55:52-55:53] 这是我
[55:53-55:54] 这是你
[55:54-55:56] 天天在群里发一分钱红包
[55:56-55:58] 这不为了活跃群里气氛吗
[55:58-56:00] 活跃气氛归活跃气氛
[56:00-56:01] 群消息延续泄露
[56:01-56:03] 你放心吧
[56:03-56:04] 今儿我坐地铁过来的时候
[56:04-56:06] 旁边那哥们瞄了我手机一眼
[56:06-56:08] 我就让他永远的留在地铁里了
[56:11-56:12] 是不是老大上线了
[56:12-56:13] 真是
[56:16-56:18] 老大说安排这儿的酒保
[56:18-56:19] 和咱们接头
[56:19-56:21] 这酒保你见过吗
[56:21-56:22] 没什么印象了
[56:22-56:23] 但听说每次咱来这儿
[56:23-56:24] 那酒都是他调的
[56:25-56:26] 怎么还没来啊
[56:26-56:27] 算了哥们
[56:27-56:28] 你帮我看看那个
[56:28-56:30] 吧台底下的抽屉里
[56:30-56:31] 有没有烟啊
[56:31-56:32] 你不抽着呢吗
[56:32-56:33] 这个
[56:33-56:34] 我舍不得抽
[56:34-56:35] 什么唇妆啊
[56:37-56:38] 这儿就有
[56:39-56:40] 你再帮我看看那个
[56:40-56:41] 吧台抽屉里有没有火
[56:41-56:43] 你不能一次说完啊
[56:44-56:44] 这儿就有
[56:46-56:46] 你再帮我看看那个
[56:46-56:47] 吧台抽屉里
[56:47-56:49] 我给你拿一抽屉好不好
[56:49-56:50] 这儿一抽屉
[56:52-56:53] 不对这儿有人
[56:54-56:55] 出来
[56:55-56:56] 大哥
[56:56-56:57] 什么人
[56:57-56:58] 自己人
[56:59-57:00] 什么自己人
[57:00-57:02] 那个我我是那个酒保
[57:04-57:06] 不信咱可以对暗号
[57:06-57:09] 朝慈白帝采云间
[57:13-57:14] 一人福气百分
[57:14-57:15] 自己人自己人
[57:19-57:20] 这么半天你干嘛呢
[57:20-57:22] 给给给你们倒着酒
[57:22-57:23] 真是
[57:24-57:25] 二位大哥你们先喝着
[57:25-57:26] 我去给你们烫个风
[57:26-57:26] 等会儿
[57:27-57:28] 既然你都在这儿了
[57:28-57:30] 我觉得咱有必要把群里的计划
[57:30-57:30] 咱们再过一遍啊
[57:32-57:33] 现在吗
[57:33-57:34] 你看啊
[57:35-57:37] 舒克和贝塔负责准备枪
[57:37-57:40] 乔治和佩奇负责准备面罩
[57:40-57:42] 汤姆和詹瑞会全程陪着我们
[57:42-57:43] 记住了吧
[57:45-57:46] 能不能再说一遍
[57:46-57:48] 群消息一点也不看啊
[57:48-57:49] 那不都置顶群消息吗
[57:50-57:52] 我开那个消息免打扰
[57:53-57:54] 我再陪你鼓舞一遍
[57:55-57:57] 舒克贝塔负责准备枪
[57:57-57:58] 乔治佩奇准备面罩
[57:58-57:59] 你知道
[57:59-58:01] 汤姆和詹瑞会全程陪着我们
[58:01-58:02] 这回明白了吧
[58:02-58:03] 完全听明白了
[58:03-58:05] 就是不知道我自己是谁了
[58:05-58:06] 等一下
[58:06-58:09] 从一开始我就觉得今天
[58:09-58:10] 你有点怪怪的呀
[58:10-58:11] 贝塔
[58:12-58:13] 我是贝塔
[58:15-58:15] 我其实
[58:15-58:16] 我怎么了
[58:16-58:17] 今天他是贝塔
[58:18-58:19] 你有点紧张啊
[58:19-58:21] 我能不紧张吗
[58:21-58:23] 咱们要抢的可是皇家农业银行
[58:23-58:24] 也是
[58:25-58:26] 这毕竟是咱们干过的
[58:26-58:27] 最大一笔买卖了
[58:27-58:30] 所以你也要加油啊舒克
[58:30-58:32] 我是舒克
[58:32-58:32] 你放心
[58:32-58:34] 我今天自己是舒克
[58:34-58:35] 你一定会成功的
[58:35-58:35] 舒克
[58:35-58:36] 你自己加油
[58:37-58:38] 毕竟
[58:38-58:40] 詹瑞会全程陪着我们的
[58:42-58:42] 当然了
[58:42-58:43] 来
[58:43-58:43] 敬詹瑞
[58:43-58:44] 来
[58:45-58:46] 干杯
[58:47-58:48] 詹瑞死了呀
[58:48-58:49] 带我到全程陪着
[58:50-58:51] 这杯
[58:51-58:52] 咱们敬汤
[58:53-58:54] 毕竟也全程陪着咱们
[58:56-58:56] 我懂了
[58:56-58:57] 来
[58:57-58:58] 干杯
[58:59-59:01] 敬你你往地上倒
[59:02-59:03] 干嘛呢套
[59:03-59:04] 我想再敬詹瑞一杯
[59:05-59:06] 詹瑞呀
[59:06-59:07] 哎呀
[59:07-59:08] 死得好惨啊
[59:08-59:08] 行了
[59:08-59:09] 现在没时间悲伤了
[59:09-59:10] 没有你们可怎么
[59:10-59:10] 来起来
[59:11-59:13] 咱们再一起喊个口号加个油吧
[59:13-59:13] 好
[59:14-59:15] 哈哈哈哈
[59:15-59:17] 嘿嘿嘿
[59:18-59:20] 哈哈哈哈
[59:20-59:22] 还是那个口号没有变是吧
[59:22-59:22] 废话
[59:23-59:25] 哈哈哈哈
[59:25-59:26] 嘿嘿嘿
[59:26-59:27] 我跟你们拼了
[59:27-59:29] 这就对了嘛
[59:29-59:31] 你说起来的口号真奇怪
[59:31-59:32] 我可真是个怪人
[59:32-59:33] 大怪人
[59:33-59:34] 行了没他
[59:34-59:35] 咱们去准备枪吧
[59:37-59:38] 汤吧
[59:39-59:41] 我去给你们忘份
[59:45-59:45] 什么人
[59:45-59:45] 对对对
[59:45-59:46] 自己人
[59:46-59:48] 自己人
[59:48-59:49] 对岸号
[59:49-59:50] 对岸号
[59:50-59:51] to be
[59:51-59:52] 啊
[59:52-59:53] oh no to be
[59:53-59:54] 一日夫妻百日恩
[59:54-59:57] 自己人自己人
[59:57-59:58] 你就是酒保汤吧
[59:59-00:00] 碧仁乔治
[1:00:00-1:00:01] 酒保员
[1:00:01-1:00:03] 先给我调杯酒
[1:00:03-1:00:05] 我想喝血腥马东
[1:00:11-1:00:12] 不是血腥玛丽吗
[1:00:12-1:00:13] 哎
[1:00:13-1:00:14] 不要玛丽
[1:00:14-1:00:15] 要玛东
[1:00:16-1:00:17] 这我现场就自己随便喝啊
[1:00:17-1:00:18] 我去给你忘份去
[1:00:21-1:00:22] 别别别别慌别慌
[1:00:23-1:00:24] 自己人
[1:00:25-1:00:26] 有岸号
[1:00:26-1:00:27] 一日夫妻百日恩
[1:00:29-1:00:31] 一日夫妻百日恩
[1:00:31-1:00:32] 自己人自己人
[1:00:32-1:00:33] 你什么那么个字
[1:00:35-1:00:37] 碧仁乔治
[1:00:37-1:00:38] 安仁佩琪
[1:00:39-1:00:41] 计划没变吧
[1:00:41-1:00:42] 一切都按原计划进行
[1:00:42-1:00:44] 书客贝特已经去拿枪了
[1:00:44-1:00:45] 你们俩去准备面罩
[1:00:45-1:00:46] 不对
[1:00:46-1:00:48] 你说的是咱们大群的计划
[1:00:48-1:00:52] 他说的是咱仨小群的
[1:00:54-1:00:56] 一小群
[1:00:56-1:00:58] 你忘了
[1:00:58-1:01:00] 区名是6月17日抢完银行后
[1:01:00-1:01:02] 杀书客贝特黑吃黑群
[1:01:02-1:01:03] 这么直白
[1:01:05-1:01:05] 不是
[1:01:05-1:01:07] 你没有给他们杀了呀
[1:01:07-1:01:08] 这不是你的计划吗
[1:01:08-1:01:10] 还让我把东西给你带来
[1:01:11-1:01:12] 验验货吧
[1:01:12-1:01:13] 这都是我要的是吧
[1:01:14-1:01:15] 我看看
[1:01:15-1:01:17] 我都要了些什么东西
[1:01:17-1:01:18] 我要了什么
[1:01:18-1:01:19] 这是
[1:01:19-1:01:20] 怎么了
[1:01:21-1:01:22] 我的老朋友
[1:01:26-1:01:27] 怎么样
[1:01:27-1:01:27] 很纯
[1:01:27-1:01:29] 你吃我蛋白粉干嘛
[1:01:29-1:01:30] 我最近在健身
[1:01:30-1:01:32] 你要的紫色那个在里面
[1:01:32-1:01:33] 哦
[1:01:33-1:01:34] 我看看
[1:01:43-1:01:44] 这是我要的
[1:01:44-1:01:45] 对啊
[1:01:45-1:01:46] 你点名要的拖鞋
[1:01:46-1:01:48] 还得会发光
[1:01:51-1:01:53] 要我说直接用枪得了
[1:01:53-1:01:54] 用枪好
[1:01:54-1:01:55] 你好了
[1:01:55-1:01:56] 好了
[1:01:56-1:01:57] 既然计划都没有变
[1:01:57-1:01:59] 那咱们就按照6月17日抢完银行后
[1:01:59-1:02:01] 杀书客贝特黑吃黑群里说的那样
[1:02:01-1:02:02] 6月17日抢完银行
[1:02:02-1:02:03] 杀书客贝特黑吃黑
[1:02:04-1:02:06] 那咱们一起喊个口号加个油吧
[1:02:06-1:02:07] 好
[1:02:09-1:02:10] 加油
[1:02:11-1:02:12] 二位
[1:02:12-1:02:14] 我先去看着点书客和贝特
[1:02:15-1:02:16] 注意安全
[1:02:17-1:02:18] 我去给你忘分
[1:02:21-1:02:22] 计划没变吧
[1:02:22-1:02:23] 没变
[1:02:23-1:02:24] 还是
[1:02:24-1:02:27] 我说的是咱俩那个小群的计划
[1:02:28-1:02:29] 五个人
[1:02:29-1:02:30] 仨群呢
[1:02:31-1:02:32] 咱俩怎么进群呢
[1:02:32-1:02:34] 我不是把我妈也拉进来了吗
[1:02:34-1:02:35] 阿姨在
[1:02:35-1:02:36] 你看
[1:02:36-1:02:37] 6月17日抢完银行
[1:02:37-1:02:38] 杀书客贝特之后
[1:02:38-1:02:40] 杀乔治黑吃黑吃黑群
[1:02:40-1:02:41] 这么乱吗
[1:02:41-1:02:42] 来
[1:02:42-1:02:42] 这瓶给你
[1:02:42-1:02:43] 谢谢
[1:02:44-1:02:46] 这瓶毒药的致死量是0.3
[1:02:46-1:02:47] 省着点喝
[1:02:48-1:02:49] 我妈给我打电话了
[1:02:50-1:02:50] 妈
[1:02:51-1:02:53] 抢完银行我就回家
[1:02:57-1:02:58] 完了
[1:02:59-1:02:59] 我被书客背的
[1:02:59-1:03:01] 还有乔治配戏包围了
[1:03:02-1:03:03] 我先藏了起来
[1:03:07-1:03:08] 一日夫妻
[1:03:08-1:03:09] 白日恩
[1:03:10-1:03:12] 你又是谁啊
[1:03:12-1:03:14] 我是Jerry
[1:03:14-1:03:15] 计划没变吧
[1:03:15-1:03:17] Jerry不是死了吗
[1:03:17-1:03:19] 不是你让我死的吗
[1:03:19-1:03:19] 你忘了
[1:03:20-1:03:21] 不是
[1:03:21-1:03:22] 没忘啊
[1:03:22-1:03:23] 那就太好了
[1:03:23-1:03:24] 一相信你这个计划
[1:03:24-1:03:26] 我心里还有点小激动呢
[1:03:26-1:03:27] 我也有点激动
[1:03:27-1:03:28] 你还记得
[1:03:28-1:03:29] 我是怎么跟你说的吗
[1:03:29-1:03:30] 当然记得
[1:03:30-1:03:30] 你说
[1:03:30-1:03:32] 你现在什么都甭管
[1:03:32-1:03:32] 就先装死
[1:03:32-1:03:34] 等见了面再告诉你
[1:03:34-1:03:35] 说吧
[1:03:35-1:03:37] 我嘴怎么这么严呢
[1:03:37-1:03:38] 有群名
[1:03:39-1:03:41] 咱们的群名是
[1:03:41-1:03:43] 617抢完银行黑吃黑
[1:03:43-1:03:45] 结束后到网吧开黑群
[1:03:46-1:03:48] 去网吧用得着装死吗
[1:03:48-1:03:50] 我不知道啊
[1:03:50-1:03:51] 但是我相信你
[1:03:54-1:03:55] Jerry
[1:03:55-1:03:56] 你是一个好人
[1:03:56-1:03:57] 所以咱俩计划有变
[1:03:57-1:03:58] 不去抢银行了
[1:03:58-1:04:00] 直接去网吧开黑
[1:04:00-1:04:00] 真的
[1:04:00-1:04:01] 走
[1:04:01-1:04:02] 走
[1:04:02-1:04:02] 妈
[1:04:02-1:04:03] 我抢完银行就回家
[1:04:03-1:04:04] 走窗户
[1:04:05-1:04:06] 你扶我一把
[1:04:06-1:04:06] 我扶你
[1:04:07-1:04:08] 一会儿呢
[1:04:08-1:04:08] 你打射手
[1:04:08-1:04:09] 我打辅助
[1:04:09-1:04:10] 我敏蔚第一公寸离
[1:04:10-1:04:11] 来来来
[1:04:11-1:04:12] 小世快点
[1:04:13-1:04:14] 你说我
[1:04:14-1:04:15] 不让他们看见我
[1:04:15-1:04:16] Jerry
[1:04:16-1:04:17] 我俩得一起走
[1:04:17-1:04:18] Jerry 我俩得一起走
[1:04:18-1:04:19] Jerry 我俩得
[1:04:22-1:04:23] 我俩
[1:04:24-1:04:25] 爱不公平
[1:04:29-1:04:31] 爱可恨
[1:04:31-1:04:33] 全由你操纵
[1:04:33-1:04:33] 好 下来吧
[1:04:33-1:04:34] 你来过来
[1:04:34-1:04:35] 你快过来
[1:04:36-1:04:36] 哪哪哪
[1:04:36-1:04:37] 你过来吧
[1:04:38-1:04:39] 咱们得赶紧准备准备
[1:04:39-1:04:40] 准备行动了
[1:04:40-1:04:40] 好
[1:04:40-1:04:41] 计划有变
[1:04:41-1:04:42] 我已经发到了
[1:04:42-1:04:43] 咱们的小群里
[1:04:43-1:04:44] 咱俩也有小群
[1:04:45-1:04:46] 抢银行钱
[1:04:46-1:04:48] 先杀乔治佩奇
[1:04:48-1:04:51] 再杀贝塔黑吃黑群
[1:04:52-1:04:52] 你摔妹妹
[1:04:53-1:04:53] 你摔妹妹
[1:04:54-1:04:54] 不是 大哥
[1:04:54-1:04:55] 咱有关系这么不好
[1:04:55-1:04:57] 要不然这叫群结赛
[1:04:57-1:04:58] 计划有变
[1:04:58-1:04:59] 我发到咱们的小群里了
[1:04:59-1:04:59] 咱俩也
[1:04:59-1:05:00] 不抢银行
[1:05:00-1:05:02] 直接杀乔治佩奇
[1:05:02-1:05:03] 再杀舒克
[1:05:03-1:05:04] 黑吃黑群
[1:05:04-1:05:05] 摔妹妹
[1:05:05-1:05:06] 不是 大哥
[1:05:06-1:05:06] 咱不抢银行
[1:05:06-1:05:07] 那黑吃什么东西
[1:05:07-1:05:08] 躺过来
[1:05:08-1:05:09] 计划有变
[1:05:09-1:05:10] 好了 好了
[1:05:11-1:05:12] 不抢银行
[1:05:12-1:05:13] 不杀人
[1:05:13-1:05:14] 我黑吃黑吃
[1:05:14-1:05:15] 跳黑怕群
[1:05:17-1:05:18] 摔妹妹
[1:05:18-1:05:19] 不是 大哥
[1:05:19-1:05:20] 这个群我十三辈懂
[1:05:20-1:05:20] 是什么意思
[1:05:20-1:05:21] 上来
[1:05:21-1:05:21] 计划有变
[1:05:21-1:05:22] 直接说群名吧
[1:05:23-1:05:23] 杀汤姆群
[1:05:23-1:05:24] 好
[1:05:24-1:05:24] 点错了
[1:05:24-1:05:25] 你等会儿
[1:05:26-1:05:27] 杀杀汤姆
[1:05:28-1:05:29] 说一个你好
[1:05:29-1:05:31] 你等会儿 我没摔呢
[1:05:31-1:05:32] 不好意思
[1:05:32-1:05:32] 是我
[1:05:33-1:05:34] 杰瑞
[1:05:34-1:05:35] 你们死了吗
[1:05:37-1:05:38] 见死了
[1:05:38-1:05:40] 有点不敢踏了
[1:05:40-1:05:41] 比起这个 舒克
[1:05:41-1:05:43] 你干嘛拿枪指着我
[1:05:43-1:05:46] 因为我要执行群里的计划
[1:05:46-1:05:47] 但是佩奇
[1:05:47-1:05:48] 你为什么拿枪指着我
[1:05:48-1:05:50] 因为我要执行群里的计划
[1:05:50-1:05:51] 但是杰瑞
[1:05:51-1:05:53] 你为什么拿这个鼠标
[1:05:53-1:05:55] 因为我要去网吧
[1:05:56-1:05:58] 所以咱们到底有几个群
[1:05:59-1:05:59] 据我所知
[1:05:59-1:06:02] 咱们六个人有七个群
[1:06:02-1:06:03] 其实有九个群
[1:06:03-1:06:04] 我有二十六个
[1:06:05-1:06:06] 我只有一个
[1:06:06-1:06:07] 因为我相信你
[1:06:07-1:06:08] 谢谢
[1:06:08-1:06:09] 你们什么时候黑吃黑
[1:06:10-1:06:10] 不是
[1:06:10-1:06:12] 咱们到底按照哪个群黑吃黑
[1:06:12-1:06:14] 那就按制顶群走吧
[1:06:14-1:06:15] 好
[1:06:18-1:06:19] 看来
[1:06:19-1:06:20] 咱们制顶的群
[1:06:20-1:06:22] 不一样的
[1:06:22-1:06:22] 汤姆
[1:06:22-1:06:24] 你制顶的是哪个群
[1:06:25-1:06:27] 我制顶是人多这个群
[1:06:27-1:06:29] 我们这是杀汤姆群
[1:06:30-1:06:31] 你们这是什么群
[1:06:31-1:06:32] 我们这边是抢完银行
[1:06:32-1:06:34] 汤泉泡澡群
[1:06:34-1:06:35] 可以
[1:06:35-1:06:37] 你说我在这个群里边
[1:06:37-1:06:39] 我们是母婴用品打折群
[1:06:39-1:06:40] 这个群好
[1:06:40-1:06:40] 是
[1:06:40-1:06:41] 打折群
[1:06:41-1:06:42] 打折群
[1:06:42-1:06:43] 打折群很好
[1:06:43-1:06:45] 我这是美团团队优惠分享群
[1:06:45-1:06:47] 这个厉害
[1:06:47-1:06:49] 我是必须在这个群
[1:06:49-1:06:50] 你们都在这个群里
[1:06:50-1:06:52] 美团团购这么划算吗
[1:06:53-1:06:54] 美团团购
[1:06:54-1:06:55] 店好多
[1:06:55-1:06:56] 省好多
[1:07:00-1:07:01] 那我也要加入这个群
[1:07:02-1:07:04] 那现在咱们都在一个群了
[1:07:04-1:07:05] 还怎么黑吃黑
[1:07:06-1:07:07] 这样
[1:07:07-1:07:09] 减肥打卡群的出来
[1:07:09-1:07:10] 减肥打卡
[1:07:10-1:07:10] 减肥打卡
[1:07:10-1:07:11] 减肥打卡
[1:07:12-1:07:13] 全减肥打卡
[1:07:14-1:07:17] 那夜宵拼单群的出来
[1:07:17-1:07:17] 夜宵拼单
[1:07:17-1:07:18] 我说减肥打卡
[1:07:18-1:07:20] 我减肥了吃夜宵一批人
[1:07:21-1:07:23] 干嘛减肥个屁
[1:07:24-1:07:25] 来
[1:07:25-1:07:26] 骂领导群的出来
[1:07:28-1:07:29] 我也不在这个群
[1:07:31-1:07:32] 要不看一眼群吧
[1:07:32-1:07:33] 我手机都要爆炸了
[1:07:36-1:07:38] 他们在骂领导群里骂领导
[1:07:38-1:07:39] 骂得真脏
[1:07:39-1:07:40] 我太叛逆了
[1:07:40-1:07:41] 那等一下
[1:07:42-1:07:43] 你是谁
[1:07:45-1:07:46] 我
[1:07:48-1:07:51] 衰卑为报
[1:08:19-1:08:20] 有人吗
[1:08:23-1:08:24] 蛤
[1:08:25-1:08:33] 有
[1:08:33-1:08:34] 老公
[1:08:34-1:08:34] 走
[1:08:35-1:08:36] Halire
[1:08:36-1:08:36] 忠老里
[1:08:36-1:08:37] 怎么来了
[1:08:37-1:08:38] 慕绿
[1:08:38-1:08:39] 喜 shot
[1:08:39-1:08:39] 惹事啊
[1:08:39-1:08:40] 吕小白
[1:08:40-1:08:40] 快走
[1:08:41-1:08:42] 我送他
[1:08:42-1:08:43] 我跟你倆一起喝酒
[1:08:43-1:08:45] 你竟然愿意
[1:08:46-1:08:47] 弄钱
[1:08:47-1:08:47] 尽快
[1:08:47-1:08:48] 妈妈
[1:08:50-1:08:51] 我睡过了
[1:08:53-1:08:54] 我是他们呀
[1:09:00-1:09:01] 开派对呢
[1:09:02-1:09:03] 自己人
[1:09:03-1:09:05] 一日夫妻百人
[1:09:05-1:09:06] 我给你拼了
[1:09:07-1:09:07] 到底有没有人
[1:09:07-1:09:10] 在乡亲相爱一家人群里啊
[1:09:11-1:09:13] 我还给你们调酒吗
[1:09:14-1:09:15] 学习马东
[1:09:16-1:09:17] 学习马西东
[1:09:17-1:09:18] 学习马拉松
[1:09:19-1:09:21] 学习大本周
[1:09:22-1:09:23] 学习胡奇光
[1:09:23-1:09:25] 学习薰衣瓜
[1:09:25-1:09:27] 学习嘣嘣嘣
[1:09:28-1:09:29] 学习你啊
[1:09:31-1:09:32] 今晚的第一个作品
[1:09:32-1:09:35] 是爱营才会拼
[1:09:48-1:09:49] 这是哪儿啊
[1:09:52-1:09:53] 救命啊
[1:09:53-1:09:54] 救命啊
[1:09:55-1:09:56] 有人吗
[1:09:57-1:09:59] 你至少把灯开一下呢
[1:10:02-1:10:03] 你动心了
[1:10:04-1:10:05] 你谁啊
[1:10:05-1:10:07] 知道为什么被抓进来吗
[1:10:07-1:10:08] 我不知道
[1:10:08-1:10:10] 知道做什么才能出去吗
[1:10:10-1:10:11] 我不知道
[1:10:11-1:10:12] 什么也不知道
[1:10:12-1:10:13] 你也是被抓进来的呀
[1:10:14-1:10:15] 不然呢
[1:10:15-1:10:16] 你装傻呀
[1:10:16-1:10:17] 我装傻了我
[1:10:18-1:10:20] 那你知道咱们是被谁抓进来的吗
[1:10:20-1:10:21] 你都不知道
[1:10:21-1:10:22] 我上哪儿知道去
[1:10:22-1:10:24] 看来你也是刚被抓进来
[1:10:24-1:10:24] 我进来三天了
[1:10:24-1:10:26] 三天了啥也不知道啊
[1:10:27-1:10:28] 你也不能说什么都不知道
[1:10:29-1:10:30] 我找着这个
[1:10:34-1:10:37] 看箭头
[1:10:39-1:10:40] 看箭头
[1:10:40-1:10:42] 我想了三天也没明白
[1:10:42-1:10:44] 到底要看见谁的头
[1:10:45-1:10:46] 箭头
[1:10:46-1:10:47] 箭头
[1:10:47-1:10:48] 看箭头
[1:10:48-1:10:49] 这里边肯定有线索
[1:10:49-1:10:50] 不可能
[1:10:50-1:10:52] 马桶我已经掏过了
[1:10:53-1:10:54] 是掏水箱
[1:10:56-1:10:58] 皱锯子
[1:10:58-1:11:00] 有这个咱们就能锯开脚上的铁链了
[1:11:00-1:11:01] 拿着
[1:11:04-1:11:05] 锯不开啊
[1:11:05-1:11:06] 你太天真了
[1:11:06-1:11:09] 没看过电影电剧精魂吗
[1:11:09-1:11:12] 这把锯子不是用来锯铁链的
